,year,_113_cause_name,cause_name,state,deaths,aadr
5260,2005,Diabetes mellitus (E10-E14),Diabetes,West Virginia,766,34.5
5261,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3233,34.6
5262,2014,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2511,34.6
5263,2011,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1606,34.6
5264,2009,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,199,34.6
5265,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,1302,34.6
5266,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Utah,743,34.6
5267,2004,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,273,34.6
5268,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,District of Columbia,200,34.6
5269,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Pennsylvania,4552,34.6
5270,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,524,34.6
5271,2016,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1835,34.7
5272,2016,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,314,34.7
5273,2015,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,1498,34.7
5274,2014,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,798,34.7
5275,2014,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,822,34.7
5276,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,476,34.7
5277,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,1392,34.7
5278,2010,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,1570,34.7
5279,2008,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,1492,34.7
5280,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Rhode Island,416,34.7
5281,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Utah,702,34.7
5282,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oregon,1199,34.7
5283,2017,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,878,34.8
5284,2016,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1786,34.8
5285,2016,Diabetes mellitus (E10-E14),Diabetes,West Virginia,860,34.8
5286,2015,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,3803,34.8
5287,2015,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,421,34.8
5288,2014,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,1193,34.8
5289,2012,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,776,34.8
5290,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Hampshire,482,34.8
5291,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1961,34.8
5292,2008,Cerebrovascular diseases (I60-I69),Stroke,Florida,8589,34.8
5293,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Delaware,309,34.8
5294,2007,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,489,34.8
5295,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2535,34.8
5296,2005,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1405,34.8
5297,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,633,34.8
5298,2000,Diabetes mellitus (E10-E14),Diabetes,Utah,530,34.8
5299,1999,Diabetes mellitus (E10-E14),Diabetes,West Virginia,734,34.8
5300,2017,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,2474,34.9
5301,2017,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3363,34.9
5302,2016,Alzheimer's disease (G30),Alzheimer's disease,Indiana,2678,34.9
5303,2015,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1694,34.9
5304,2015,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1856,34.9
5305,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,703,34.9
5306,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Virginia,2951,34.9
5307,2013,Cerebrovascular diseases (I60-I69),Stroke,California,13698,34.9
5308,2013,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,634,34.9
5309,2012,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,205,34.9
5310,2011,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1432,34.9
5311,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Illinois,4451,34.9
5312,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Delaware,287,34.9
5313,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Indiana,2148,34.9
5314,2002,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6966,34.9
5315,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,United States,97900,34.9
5316,2000,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6784,34.9
5317,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,458,34.9
5318,2017,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1765,35.0
5319,2013,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,418,35.0
5320,2011,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2154,35.0
5321,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,2039,35.0
5322,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1458,35.0
5323,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,569,35.0
5324,2001,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6906,35.0
5325,2017,Alzheimer's disease (G30),Alzheimer's disease,Arizona,3058,35.1
5326,2017,Cerebrovascular diseases (I60-I69),Stroke,Alaska,190,35.1
5327,2016,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1728,35.1
5328,2015,Alzheimer's disease (G30),Alzheimer's disease,Vermont,298,35.1
5329,2013,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,213,35.1
5330,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,District of Columbia,212,35.1
5331,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2016,35.1
5332,2008,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2747,35.1
5333,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Dakota,246,35.1
5334,2016,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1927,35.2
5335,2014,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,1098,35.2
5336,2012,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,634,35.2
5337,2009,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1532,35.2
5338,2009,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,726,35.2
5339,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1901,35.2
5340,2007,Diabetes mellitus (E10-E14),Diabetes,West Virginia,800,35.2
5341,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Michigan,3590,35.2
5342,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Virginia,2479,35.2
5343,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Virginia,2432,35.2
5344,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,2072,35.2
5345,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Pennsylvania,4583,35.2
5346,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Iowa,1123,35.2
5347,2017,Alzheimer's disease (G30),Alzheimer's disease,Indiana,2771,35.3
5348,2017,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1597,35.3
5349,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,577,35.3
5350,2016,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,361,35.3
5351,2014,Alzheimer's disease (G30),Alzheimer's disease,Alabama,1885,35.3
5352,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3108,35.3
5353,2013,Chronic lower respiratory diseases (J40-J47),CLRD,California,13598,35.3
5354,2012,Alzheimer's disease (G30),Alzheimer's disease,Vermont,284,35.3
5355,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2124,35.3
5356,2012,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,306,35.3
5357,2010,Alzheimer's disease (G30),Alzheimer's disease,Arizona,2327,35.3
5358,2010,Cerebrovascular diseases (I60-I69),Stroke,Vermont,265,35.3
5359,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1505,35.3
5360,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,640,35.3
5361,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Dakota,248,35.3
5362,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Delaware,267,35.3
5363,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Pennsylvania,4614,35.3
5364,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,United States,97860,35.3
5365,2017,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,337,35.4
5366,2013,Cerebrovascular diseases (I60-I69),Stroke,Idaho,598,35.4
5367,2012,Cerebrovascular diseases (I60-I69),Stroke,California,13542,35.4
5368,2009,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,2203,35.4
5369,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Hampshire,488,35.4
5370,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,1343,35.4
5371,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,1919,35.4
5372,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Delaware,294,35.4
5373,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1432,35.4
5374,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Indiana,2196,35.4
5375,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Iowa,1164,35.4
5376,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,1797,35.4
5377,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Indiana,2139,35.4
5378,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Virginia,2396,35.4
5379,2017,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New York,7687,35.5
5380,2016,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,885,35.5
5381,2014,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,325,35.5
5382,2013,Cerebrovascular diseases (I60-I69),Stroke,Washington,2652,35.5
5383,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,480,35.5
5384,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,1867,35.5
5385,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,2049,35.5
5386,2017,Cerebrovascular diseases (I60-I69),Stroke,Montana,487,35.6
5387,2015,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2618,35.6
5388,2011,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,621,35.6
5389,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,683,35.6
5390,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Utah,811,35.6
5391,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,5621,35.6
5392,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Virginia,2638,35.6
5393,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,595,35.6
5394,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wisconsin,1955,35.6
5395,2017,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,585,35.7
5396,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maryland,2271,35.7
5397,2015,Alzheimer's disease (G30),Alzheimer's disease,California,15065,35.7
5398,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,1386,35.7
5399,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Michigan,3685,35.7
5400,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Iowa,1188,35.7
5401,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1839,35.7
5402,2003,Cerebrovascular diseases (I60-I69),Stroke,New York,7281,35.7
5403,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,United States,101537,35.7
5404,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,District of Columbia,204,35.7
5405,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Florida,5961,35.7
5406,2017,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1988,35.8
5407,2016,Alzheimer's disease (G30),Alzheimer's disease,Arizona,3082,35.8
5408,2016,Alzheimer's disease (G30),Alzheimer's disease,Vermont,310,35.8
5409,2016,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,420,35.8
5410,2016,Cerebrovascular diseases (I60-I69),Stroke,Washington,2910,35.8
5411,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2369,35.8
5412,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,875,35.8
5413,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Illinois,4850,35.8
5414,2015,Alzheimer's disease (G30),Alzheimer's disease,Arizona,2943,35.8
5415,2011,Cerebrovascular diseases (I60-I69),Stroke,Maine,630,35.8
5416,2011,Cerebrovascular diseases (I60-I69),Stroke,Washington,2557,35.8
5417,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,700,35.8
5418,2010,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,605,35.8
5419,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Michigan,3682,35.8
5420,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1982,35.8
5421,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,674,35.8
5422,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Virginia,2703,35.8
5423,2006,Alzheimer's disease (G30),Alzheimer's disease,Arizona,2066,35.8
5424,2006,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1547,35.8
5425,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,District of Columbia,207,35.8
5426,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1832,35.8
5427,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Ohio,4146,35.8
5428,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Utah,714,35.8
5429,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Indiana,2185,35.8
5430,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oregon,1248,35.8
5431,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,1772,35.8
5432,1999,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,273,35.8
5433,2017,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,246,35.9
5434,2017,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1137,35.9
5435,2017,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,204,35.9
5436,2016,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1096,35.9
5437,2012,Cerebrovascular diseases (I60-I69),Stroke,Vermont,281,35.9
5438,2010,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,398,35.9
5439,2007,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2207,35.9
5440,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2574,35.9
5441,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Pennsylvania,4728,35.9
5442,2000,Diabetes mellitus (E10-E14),Diabetes,West Virginia,759,35.9
5443,1999,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3130,35.9
5444,2017,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1850,36.0
5445,2014,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1670,36.0
5446,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2277,36.0
5447,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,505,36.0
5448,2013,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2536,36.0
5449,2012,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2520,36.0
5450,2011,Cerebrovascular diseases (I60-I69),Stroke,Nevada,889,36.0
5451,2007,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3492,36.0
5452,2016,Alzheimer's disease (G30),Alzheimer's disease,California,15570,36.1
5453,2016,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,1590,36.1
5454,2014,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,317,36.1
5455,2013,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2315,36.1
5456,2010,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1607,36.1
5457,2010,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2167,36.1
5458,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Rhode Island,428,36.1
5459,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,683,36.1
5460,2006,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,494,36.1
5461,2005,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,2033,36.1
5462,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1471,36.1
5463,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Ohio,4234,36.1
5464,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1445,36.1
5465,2017,Cerebrovascular diseases (I60-I69),Stroke,Utah,888,36.2
5466,2017,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,521,36.2
5467,2015,Cerebrovascular diseases (I60-I69),Stroke,California,15065,36.2
5468,2014,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,364,36.2
5469,2014,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,434,36.2
5470,2013,Cerebrovascular diseases (I60-I69),Stroke,United States,128978,36.2
5471,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Michigan,3770,36.2
5472,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,2037,36.2
5473,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,2010,36.2
5474,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Virginia,2820,36.2
5475,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,1922,36.2
5476,2005,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1528,36.2
5477,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Virginia,2630,36.2
5478,2017,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2464,36.3
5479,2015,Cerebrovascular diseases (I60-I69),Stroke,Idaho,641,36.3
5480,2013,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4373,36.3
5481,2012,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,2434,36.3
5482,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,2064,36.3
5483,2006,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,2115,36.3
5484,2006,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3468,36.3
5485,2006,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1536,36.3
5486,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Hampshire,477,36.3
5487,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,463,36.3
5488,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Vermont,235,36.3
5489,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,490,36.3
5490,2015,Cerebrovascular diseases (I60-I69),Stroke,Vermont,307,36.4
5491,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2351,36.4
5492,2014,Cerebrovascular diseases (I60-I69),Stroke,Montana,480,36.4
5493,2013,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,820,36.4
5494,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Delaware,338,36.4
5495,2011,Cerebrovascular diseases (I60-I69),Stroke,California,13503,36.4
5496,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Delaware,292,36.4
5497,2017,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,387,36.5
5498,2017,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6700,36.5
5499,2014,Cerebrovascular diseases (I60-I69),Stroke,United States,133103,36.5
5500,2012,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2280,36.5
5501,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Michigan,3764,36.5
5502,2007,Cerebrovascular diseases (I60-I69),Stroke,Florida,8781,36.5
5503,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Rhode Island,434,36.5
5504,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1908,36.5
5505,2017,Alzheimer's disease (G30),Alzheimer's disease,Idaho,672,36.6
5506,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Massachusetts,2668,36.6
5507,2013,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,363,36.6
5508,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Michigan,3805,36.6
5509,2012,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,364,36.6
5510,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,540,36.6
5511,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2647,36.6
5512,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Delaware,290,36.6
5513,2017,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,414,36.7
5514,2015,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,376,36.7
5515,2014,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6576,36.7
5516,2013,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5294,36.7
5517,2011,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,424,36.7
5518,2011,Chronic lower respiratory diseases (J40-J47),CLRD,California,13357,36.7
5519,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,2103,36.7
5520,2007,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2832,36.7
5521,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Iowa,1202,36.7
5522,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,1912,36.7
5523,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6523,36.8
5524,2015,Cerebrovascular diseases (I60-I69),Stroke,Alaska,182,36.8
5525,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Virginia,3146,36.8
5526,2014,Cerebrovascular diseases (I60-I69),Stroke,Idaho,640,36.8
5527,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Delaware,333,36.8
5528,2009,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,403,36.8
5529,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,2203,36.8
5530,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Vermont,230,36.8
5531,2017,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maryland,2408,36.9
5532,2017,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,444,36.9
5533,2017,Cerebrovascular diseases (I60-I69),Stroke,Washington,3028,36.9
5534,2016,Cerebrovascular diseases (I60-I69),Stroke,California,15680,36.9
5535,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,510,36.9
5536,2013,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,2536,36.9
5537,2012,Cerebrovascular diseases (I60-I69),Stroke,United States,128546,36.9
5538,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,504,36.9
5539,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3070,36.9
5540,2011,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,810,36.9
5541,2009,Cerebrovascular diseases (I60-I69),Stroke,Nevada,859,36.9
5542,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,2239,36.9
5543,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1453,36.9
5544,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oregon,1313,36.9
5545,1999,Chronic lower respiratory diseases (J40-J47),CLRD,New York,7086,36.9
5546,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,772,37.0
5547,2016,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6730,37.0
5548,2015,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1078,37.0
5549,2014,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3229,37.0
5550,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6422,37.0
5551,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,9395,37.0
5552,2013,Cerebrovascular diseases (I60-I69),Stroke,Delaware,409,37.0
5553,2010,Cerebrovascular diseases (I60-I69),Stroke,Washington,2548,37.0
5554,2010,Chronic lower respiratory diseases (J40-J47),CLRD,California,12987,37.0
5555,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Iowa,1255,37.0
5556,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,4742,37.0
5557,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Virginia,2644,37.0
